1979;04020;CP CENTRO CULTURAL EDUCAR;1;RUA URANOS;529;NULL;RAMOS;21060425
2009;04021;CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL II;1;RUA FLORA LOBO;64;NULL;PENHA CIRCULAR;21210500
2010;04022;CP CRECHE VALE DO SOL NO GROTÃO;1;RUA IPOJUCA;392;NULL;PENHA;21070280
2017;04023;CP CENTRO CULTURAL EDUCAR - UNIDADE III;1;RUA NIOAC;6;NULL;BONSUCESSO;21042230
2018;04024;CP CRECHE VALE DO SOL;1;RUA MAJOR REGO;300;NULL;OLARIA;21073440
2019;04025;CP CRECHE E PRÉ-ESCOLA NOVA JERUSALÉM NO CORDOVIL;1;RUA OTINGA;186;NULL;CORDOVIL;21012130
2026;04026;CP CRECHE ESCOLA PATINHO ESTUDIOSO;1;RUA TRAVESSA SÃO BENTO;S/N;ENTRADA PELA RUA BULHÕES MARCIAL;PARADA DE LUCAS;21010379
2028;04027;CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL IV;1;RUA XAVIER PINHEIRO;486;NULL;VIGARIO GERAL;21241320
2027;04027;CC ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL;3;NULL;NULL;NULL;NULL;NULL
2029;04028;CP CRECHE TIA NANE I;1;RUA GÉRSON FERREIRA;44;NULL;RAMOS;21031042
2030;04029;CP SOLZINHO;1;RUA MAJOR REGO;46;NULL;OLARIA;21073440
2052;04030;CP CRECHE VALE DO SOL II;1;RUA DOUTOR MIGUEL VIEIRA FERREIRA;646;NULL;RAMOS;21060090
2053;04031;CP PATINHO ESTUDIOSO (INATIVA);4;NULL;NULL;NULL;NULL;NULL
2084;04032;CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL V;1;AVENIDA BRAZ DE PINA;1558;NULL;VILA DA PENHA;21210675
2090;04033;CP CRECHE TIA NANE II;4;NULL;NULL;NULL;NULL;NULL
2091;04034;CP CASA DE JOEL II;1;AVENIDA OLIVEIRA BELO;754;NULL;VILA DA PENHA;21221300
2093;04035;CP INSTITUTO DE EDUCAÇÃO EUCLIDES DOS SANTOS;1;AVENIA BRIGADEIRO TROMPOVSKI;220;NULL;MARÉ;21044020
2092;04036;CP CRECHE GIZ COLORIDO;1;RUA ITABIRA;297;NULL;BRAZ DE PINA;21215310
2104;04037;CP CRECHE ESCOLA MIMI II;1;RUA ROBERTO DA SILVEIRA;81;NULL;RAMOS;21044180
2108;04038;CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VIII;1;" RUA GENERAL CARVALHO";711;NULL;CORDOVIL;21250240
2109;04039;CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL IX;1;RUA DO ALPISTE;933;NULL;PENHA CIRCULAR;21011010
2110;04040;CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL X;1;RUA CHARLES GOUNOD;671;NULL;JARDIM AMÉRICA;21240420
2111;04041;CP CRECHE ESCOLA OTACÍLIO BATISTA;1;RUA  JOAQUIM NABUCO;75;NOVA HOLANDA - MARÉ;BONSUCESSO;21043290
2124;04042;CP CENTRO CULTURAL PEDACINHO DO CÉU;1;RUA PIRICUMA;12;NULL;BRAZ DE PINA;21011330
2129;04043;CP ASSOCIAÇÃO COMUNITÁRIA EDUCACIONAL FLORESCER;1;RUA DOUTOR NUNES;577;NULL;OLARIA;21021370
2131;04044;CP CRECHE HOUSE BABY - BONSUCESSO;1;" RUA CARDOSO DE MORAIS";339;NULL;BONSUCESSO;21032000
2132;04045;CP CRECHE CRIANÇA FELIZ EM LUCAS;1;"RUA DA DEMOCRACIA ";27;NULL;PARADA DE  LUCAS;21010720
2157;04046;CP CRECHE TIA NANE III;1;RUA MARQUES DE OLIVEIRA;130;NULL;RAMOS;21031710
2158;04047;CP CRECHE VALE DO SOL III;1;RUA ANDRÉ AZEVEDO;113;NULL;OLARIA;21021480
2159;04048;CP INSTITUTO DE EDUCAÇÃO EUCLIDES DOS SANTOS II;1;RUA BARREIROS;618;NULL;RAMOS;21031753
2223;04049;CP INSTITUTO JOSEFA LAURENTINO;1;RUA NILTON CORDEIRO;3;PARQUE UNIÃO;MARÉ;21044052
2260;04050;CP CENTRO EDUCACIONAL CARIOQUINHA;1;RUA SARGENTO SILVA NUNES;431;NULL;RAMOS;21040231
2259;04050;CENTRO EDUCACIONAL CARIOQUINHA;3;NULL;NULL;NULL;NULL;NULL
2286;04051;CP CRECHE ESCOLA MIMI III;1;RUA C4;9;LOTE 9 QUADRA 9;MARÉ;21046390
2301;04052;CP CRECHE GENTE MIÚDA;1;AVENIDA LOBO JUNIOR;1280;FUNDOS;PENHA CIRCULAR;21020122
2306;04053;CP INSTITUTO EUCLIDES DOS SANTOS III;1;NULL;NULL;NULL;NULL;NULL
2331;04054;CP IJL FILIAL PINHEIRO;1;NULL;NULL;NULL;NULL;NULL
2325;04054;CPIJL FILIAL PINHEIRO;3;NULL;NULL;NULL;NULL;NULL
2326;04055;CP ACERP;1;NULL;NULL;NULL;NULL;NULL
2342;04056;CP PEDACINHO DO CÉU - BONSUCESSO;1;NULL;NULL;NULL;NULL;NULL
2351;04057;CP CRECHE AMOR E FÉ;1;NULL;NULL;NULL;NULL;NULL
2343;04058;CP CRECHE ALFA KIDS;1;NULL;NULL;NULL;NULL;NULL
2355;04059;CP CENTRO CULTURAL EVOLUIR - RAMOS;1;NULL;NULL;NULL;NULL;NULL
1136;0410001;EM EMA NEGRÃO DE LIMA;1;ESTRADA DE MANGUINHOS;4;NULL;MANGUINHOS;21050007
1137;0410002;EM ALBINO SOUZA CRUZ;1;"AV. DOS DEMOCRATICOS ";268;NULL;MANGUINHOS;21050060
1138;0410003;EM RUY BARBOSA;1;RUA AGUIAR MOREIRA;652;NULL;BONSUCESSO;21041070
539;0410004;EM PEDRO LESSA;1;RUA ADAIL;49;NULL;BONSUCESSO;21040000
590;0410005;EM JOÃO BARBALHO;1;RUA DOUTOR MIGUEL VIEIRA FERREIRA;392;NULL;RAMOS;21060090
1139;0410006;EM PROFESSOR CARNEIRO RIBEIRO;1;RUA PROFESSOR LACE;157;NULL;RAMOS;21060120
1140;0410007;EM PADRE MANUEL DA NÓBREGA;1;RUA PROFESSOR LACE;437;FUNDOS;RAMOS;21060120
1143;0410008;EM WALT DISNEY;1;RUA PROFESSOR LACE;437;NULL;RAMOS;21060120
1145;0410009;EM DILERMANDO CRUZ;1;AV TEIXEIRA DE CASTRO;407;NULL;BONSUCESSO;21040113
1148;0410010;EM NERVAL DE GOUVEIA;1;ESTRADA DO ENGENHO DA PEDRA;528;NULL;RAMOS;21010000
1149;0410011;EM EDMUNDO LINS;1;RUA NOSSA SENHORA DAS GRAÇAS;699;FUNDOS;RAMOS;21031611
1154;0410013;EM CARLOS CHAGAS;1;RUA ROMERO ZANDER;420;NULL;RAMOS;21040080
1172;0410015;EM CLÓVIS BEVILÁQUA;1;"RUA ANTONIO REGO ";383;NULL;OLARIA;21073311
1175;0410016;EM CHILE;1;PRAÇA BELMONTE;15;NULL;OLARIA;21073010
1306;0410018;EM BERLIM;1;PRAÇA RAMOS FIGUEIRA;20;NULL;OLARIA;21031440
1308;0410020;EM JORACY CAMARGO;1;ESTRADA JOSE RUCAS;1465;NULL;OLARIA;21070370
598;0410021;EM BRASIL;1;RUA ANDRÉ AZEVEDO;S/Nº;NULL;OLARIA;21021480
601;0410022;EM ODILON DE ANDRADE;1;RUA ITAPE;S/Nº;NULL;OLARIA;21071440
1204;0410023;EM LUIZ CESAR SAYÃO GARCEZ;1;RUA PARANAPANEMA;1055;NULL;OLARIA;21073185
1207;0410025;EM ANIBAL FREIRE;1;RUA PROFESSOR PLÍNIO BASTOS;631;NULL;OLARIA;21021350
100;0410026;EM PROFESSORA MARIA DE CERQUEIRA E SILVA;1;" RUA LEOPOLDO BULHÕES ";800;NULL;BENFICA;20911300
1453;0410202;CIEP YURI GAGARIN;1;AVENIDA DOS CAMPEÕES;S/Nº;NULL;RAMOS;21040016
467;0410501;CIEP JUSCELINO KUBITSCHEK;1;RUA LEOPOLDO BULHOES;S/Nº;NULL;BONSUCESSO;21041210
4;0410502;CIEP MAESTRO FRANCISCO MIGNONE;1;RUA ITAPE;S/N;NULL;OLARIA;21071440
109;0410601;CM MANGUINHOS;1;RUA LEOPOLDO BULHOES;952;NULL;BONSUCESSO;21041210
13;0410602;CM DR. JUVENIL DE SOUZA LOPES;1;RUA JOÃO GONÇALVES DE LIMA FILHO;S/N;NULL;RAMOS;21040018
114;0410603;CM CHICO BENTO;1;RUA LEOPOLDO BULHÕES;S/Nº;NULL;MANGUINHOS;21041210
1152;0410701;CENTRO DE EDUCAÇÃO DE JOVENS E ADULTOS CEJA - AVENIDA BRASIL;1;AVENIDA POSTAL;49;NULL;RAMOS;21040150
123;0410801;EDI DOUTOR DOMINGOS ARTHUR MACHADO FILHO;1;" RUA LEOPOLDO BULHÕES ";540;A;BENFICA;20911300
391;0410801;EDI DR.DOMINGOS ARTHUR MACHADO FILHO;3;NULL;NULL;NULL;NULL;NULL
389;0410802;EDI DOUTOR ANTÔNIO FERNANDES FIGUEIRA;1;AVENIDA DOS DEMOCRÁTICOS;20;NULL;MANGUINHOS;21050000
390;0410803;EDI JOAQUIM VENÂNCIO;1;RUA HESPERIA;15;NULL;MANGUINHOS;21050040
1560;0410804;EDI SARGENTO JORGE FALEIRO SOUZA;1;RUA WILSON DE LASHERAS SILVA;S/Nº;NULL;OLARIA;21073230
1561;0410805;EDI COMPOSITOR NEOCI DIAS DE ANDRADE;1;"RUA ANTONIO REGO ";383;NULL;OLARIA;21073311
1162;0410806;EDI PIERRE JANET;1;RUA NOSSA SENHORA DAS GRAÇAS;699;NULL;RAMOS;21031611
1639;0410807;EDI PROFESSORA TANIA DA ROCHA CORREA;1;RUA ITAPE;52;NULL;OLARIA;21071440
1638;0410808;EDI ALMIR LEITE RIBEIRO;1;" ESTRADA JOSÉ RUCAS";1515;NULL;PENHA;21070370
70;0410810;EDI MIGUEL COUTO;1;"RUA PROFESSOR  BASTOS ";S/Nº;NULL;OLARIA;21021350
1177;0410811;EDI LAIS NETTO DOS REIS;1;PRAÇA BELMONTE;7;NULL;OLARIA;21073010
1307;0410812;EDI CORONEL ASSUNÇÃO;1;RUA PARANAPANEMA;1001;NULL;OLARIA;21073180
1440;0411001;EM MONSENHOR ROCHA;1;AVENIDA NOSSA SENHORA DA PENHA;589;NULL;PENHA;21070390
469;0411002;EM BERNARDO DE VASCONCELLOS;1;PRAÇA SANTA ROSÁLIA;100;NULL;PENHA;21070440
471;0411004;EM LEONOR COELHO PEREIRA;1;AVENIDA NOSSA SENHORA DA PENHA;599;NULL;PENHA;21070390
78;0411005;EM PRESIDENTE EURICO DUTRA;1;RUA SANTA ENGRÁCIA;S/Nº;NULL;PENHA;21021080
1427;0411006;EM CONDE DE AGROLONGO;1;RUA CONDE DE AGROLONGO;1246;NULL;PENHA;21020190
1454;0411007;EM ARIOSTO ESPINHEIRA;1;PRAÇA CAÍ;S/N;NULL;PENHA;21020140
436;0411008;EM PROFESSOR SOUZA CARNEIRO;1;RUA CALIFÓRNIA;255;NULL;PENHA CIRCULAR;21020150
1428;0411009;EM CIENTISTA MÁRIO KROEFF;1;RUA DO COUTO;91;NULL;PENHA;21020410
1466;0411010;EM BRANT HORTA;1;RUA BENTO CARDOSO;130;NULL;PENHA CIRCULAR;21215000
1429;0411011;EM PROFESSOR AUGUSTO MOTTA;1;RUA BENTO CARDOSO;140;NULL;PENHA CIRCULAR;21215000
1430;0411012;EM JOÃO MARQUES DOS REIS;1;PRAÇA SAICA;57;NULL;BRÁS DE PINA;21215170
1431;0411013;EM FERNANDO TUDE DE SOUZA;1;PRAÇA SAICA;9;NULL;BRÁS DE PINA;21215170
1432;0411014;EM JOÃO DE DEUS;1;PRAÇA ALMEIDA GARRET;S/N;NULL;PENHA CIRCULAR;21011490
1433;0411015;EM SUÍÇA;1;PRAÇA ANTÔNIO JOSÉ DE ALMEIDA;S/Nº;NULL;PENHA CIRCULAR;21011580
24;0411017;EM MINISTRO AFRÂNIO COSTA;1;PRAÇA ESPLANADA;S/N;NULL;PENHA CIRCULAR;21012010
1444;0411018;EM PROFESSOR ARY QUINTELLA;1;RUA ENGENHEIRO MOREIRA LIMA;54;NULL;PENHA CIRCULAR;21210720
1435;0411020;EM GRÉCIA;1;AVENIDA BRAZ DE PINA;1614;NULL;BRÁS DE PINA;21235603
2044;04110201;NA GRÉCIA;3;NULL;NULL;NULL;NULL;NULL
1455;0411021;EM MIGUEL ÂNGELO;1;RUA CARLOS CHAMBERLAND;187;NULL;VILA DA PENHA;21210090
1436;0411022;EM MARCÍLIO DIAS;1;RUA EMÍLIO MIRANDA;99;NULL;VILA DA PENHA;21211720
1309;0411023;EM MINISTRO PLÍNIO CASADO;1;RUA PEQUIRI;237;NULL;BRÁS DE PINA;21215110
1311;0411028;EM SÃO PAULO;1;RUA TAILÂNDIA;160;NULL;BRÁS DE PINA;21011350
1312;0411036;EM F. J. OLIVEIRA VIANA;1;AVENIDA SCHULTZ WENK;S/Nº;NULL;CORDOVIL;21012155
1313;0411049;EM CANTOR E COMPOSITOR GONZAGUINHA;1;RUA DALVA DE OLIVEIRA;S/N°;NULL;PENHA CIRCULAR;21011804
147;0411202;CIEP GREGÓRIO BEZERRA;1;RUA PLÍNIO DE OLIVEIRA;S/Nº;NULL;PENHA CIRCULAR;21070040
1314;0411502;CIEP DEPUTADO JOSÉ CARLOS BRANDÃO MONTEIRO;1;RUA SÃO VICENTE DE PAULA;625;NULL;PENHA;21070040
132;0411601;CM CARLOS DRUMMOND DE ANDRADE;1;RUA DO CAJÁ;S/Nº;NULL;PENHA;21070000
165;0411602;CM TEMPO DE APRENDER;1;RUA FORTALEZA;S/Nº;NULL;PENHA CIRCULAR;21210490
153;0411603;CM MORRO DA PAZ;1;RUA FREI GASPAR;351;PRAÇA DO CARMO;PENHA CIRCULAR;21210270
139;0411604;CM BETINHO;1;RUA BOM PASTOR;18;GROTÃO;PENHA;21070310
143;0411605;CM CARACOL;1;RUA MARAGOGI;S/Nº;BECO GEORGINA, 32;PENHA;21070180
168;0411607;CM MARIA ALTAMIRA C. OLEGÁRIO;1;RUA VICENTE CANECO;200;MANGUEIRINHA;VILA DA PENHA;21215550
87;0411609;CM TIA RUTH COSTA DOS SANTOS;1;RUA SANTA CAMILA PIA;274;NULL;PENHA;21021060
160;0411610;CM MUSSUM - O TRAPALHÃO;1;RUA VIÇOSA;372;MORRO DO SERENO;PENHA CIRCULAR;21210370
1339;0411801;EDI MARIANA ROCHA DE SOUZA;1;RUA ARQUIMEDES MEMÓRIA;S/Nº;NULL;VILA DA PENHA;21210070
1529;0411802;EDI JOEL LUIZ DE AZEVEDO BASTOS;1;"Rua Maturacá ";381;NULL;PENHA CIRCULAR;21210360
1574;0411803;EDI MARIA DE LOURDES FERREIRA;1;AVENIDA LOBO JÚNIOR;2271;NULL;PENHA CIRCULAR;21070061
1634;0411803;EDI MARIA DE LOURDES FERREIRA;3;NULL;NULL;NULL;NULL;NULL
157;0411804;EDI MORRO DA FÉ;1;RUA MATURACA;366;MORRO DA FÉ;VILA DA PENHA;21210360
1462;0411805;EDI EDMUNDO DA LUZ PINTO;1;PRAÇA ESPLANADA;S/N;NULL;PENHA CIRCULAR;21012010
1310;0411806;EDI GÖETHE;1;RUA TABORARI;S/N;NULL;BRÁS DE PINA;21011240
1434;0411808;EDI PIONEIRAS SOCIAIS Nº12;1;"RUA SALVIANO VALENTE ";S/Nº;NULL;PENHA CIRCULAR;21211000
1426;0411809;EDI SÃO VICENTE;1;RUA IRMÃ PAULA;02;NULL;PENHA;21070360
1438;0420026;EM NOSSA SENHORA DO LORETO;4;NULL;NULL;NULL;NULL;NULL
474;0430001;EM PROFESSOR JOSUÉ DE CASTRO;1;"RUA ADORAÇÃO ";S/Nº;NULL;MARÉ;21046575
476;0430002;EM TEOTONIO VILELA;1;RUA MANOEL FALCÃO ALVES MARANHÂO;S/N°;CONJUNTO ESPERANÇA;MANGUINHOS;21041615
559;0430003;EM BAHIA;1;AVENIDA GUILHERME MAXWELL;243;NULL;BONSUCESSO;21040212
676;0430004;EM IV CENTENÁRIO;1;RUA NOVA JERUSALÉM;495;NULL;BONSUCESSO;21040220
684;0430005;EM TENENTE GENERAL NAPION;1;AVENIDA ALMIRANTE FRONTIN;50;NULL;RAMOS;21030040
690;0430007;EM NOVA HOLANDA;1;RUA PROJETADA;S/Nº;NULL;MARÉ;21044771
1452;0430008;CM BAIXA DO SAPATEIRO;4;NULL;NULL;NULL;NULL;NULL
692;0430009;EM PROFESSOR PAULO FREIRE;1;"AVENIDA CANAL/ VIA B 1 ";S/Nº;MARÉ;MANGUINHOS;21040361
1608;0430010;EM ESCRITOR BARTOLOMEU CAMPOS DE QUEIRÓS;1;"RUA TANCREDO NEVES ";82;NULL;MARÉ;21044725
1642;0430011;EM ESCRITOR LÊDO IVO;1;" RUA PRAIA DE INHAUMA";200;BONSUCESSO;MARÉ;21042130
1808;0430012;EM GENIVAL PEREIRA DE ALBUQUERQUE;1;RUA TEIXEIRA RIBEIRO;1000;BLOCO 5;BONSUCESSO;21044251
1806;0430013;EM OSMAR PAIVA CAMELO;1;RUA PROJETADA;S/Nº;NULL;MARÉ;21044763
1807;0430014;EM LINO MARTINS DA SILVA;1;RUA PROJETADA;S/Nº;NULL;MARÉ;21044763
1821;0430015;EM ERPÍDIO CABRAL DE SOUZA (ÍNDIO DA MARÉ);1;" RUA IVANILDO ALVES ";S/Nº;NULL;BONSUCESSO;21043230
1803;0430016;EM OLIMPÍADAS RIO 2016;1;"RUA  IVANILDO ALVES ";"S/N ";NULL;BONSUCESSO;21043230
1860;0430018;EM MEDALHISTA OLÍMPICO LUCAS SAATKAMP;1;"RUA PROJETADA D ";S/N;NULL;MARÉ;21046425
1861;0430019;EM ESCRITOR MILLÔR FERNANDES;1;RUA PROJETADA G;S/Nº;MARÉ;BONSUCESSO;21046425
1862;0430020;EM VEREADORA MARIELLE FRANCO;1;RUA PROJETADA D;S/N;MARÉ / VILA DO PINHEIRO;"BONSUCESSO ";21046410
696;0430201;CIEP MINISTRO GUSTAVO CAPANEMA;1;VIA A1;S/Nº;VILA DO PINHEIRO;MARÉ;21046035
478;0430204;CIEP OPERÁRIO VICENTE MARIANO;1;" RUA PRAIA DE INHAUMA";S/Nº;NULL;MARÉ;21042130
706;0430206;CIEP HÉLIO SMIDT;1;RUA TANCREDO NEVES;S/Nº,;CEP 21.044-725;MARÉ;21044725
710;0430501;CIEP PRESIDENTE SAMORA MACHEL;1;RUA PRINCIPAL;S/Nº;NOVA HOLANDA;MARÉ;21044170
714;0430502;CIEP ELIS REGINA;1;" RUA PRINCIPAL";S/N;FUNDOS E;BONSUCESSO;21044170
44;0430503;CIEP LEONEL DE MOURA BRIZOLA;1;AVENIDA BRASIL;8666;NULL;RAMOS;21030001
197;0430601;CM MENINO MALUQUINHO;1;RUA PROJETADA A;S/N;NULL;MARÉ;21046400
199;0430602;CM VILA PINHEIRO;1;"RUA VIA A 1 ";S/N;NULL;MARÉ;21046035
201;0430603;CM TIO MÁRIO;1;AVENIDA CANAL 2 - LADO DIREITO;S/N;NULL;MARÉ;21046510
209;0430604;CM MONTEIRO LOBATO;1;RUA TATAJUBA;S/Nº;NULL;MARÉ;21043500
217;0430605;CM NOVA HOLANDA;1;RUA SARGENTO SILVA NUNES;1004;NULL;RAMOS;21044242
225;0430607;CM PROFESSOR PAULO FREIRE;1;"RUA B ";S/N;NULL;BONSUCESSO;21042510
1614;0430701;CENTRO DE EDUCAÇÃO DE JOVENS E ADULTOS CEJA - MARÉ;1;" RUA PRAIA DE INHAUMA";200;NULL;MARÉ;21042130
1471;0430801;"EDI PESCADOR ISIDORO DUARTE - ""DORO""";1;RUA PRAIA DE INHAÚMA;39;NULL;MARÉ;21042130
1571;0430802;EDI PROFESSORA KELITA FARIA DE PAULA;1;AV. GUILHERME MAXWELL;107;MARÉ;BONSUCESSO;21040211
1573;0430803;EDI PROFESSOR MOACYR DE GÓES;1;RUA TANCREDO NEVES;S/N;NULL;MARÉ;21044725
1607;0430804;EDI CREMILDA DA SILVA DOS SANTOS;1;" R PRAIA DE INHAUMA ";S/N;NULL;MARÉ;21042130
1615;0430805;EDI PROFESSORA SOLANGE CONCEIÇÃO TRICARICO;1;AV GUILHERME MAXWELL;107;B;BONSUCESSO;21040211
1627;0430805;EDI PROFESSORA SOLANGE CONCEIÇÃO TRICARICO;3;NULL;NULL;NULL;NULL;NULL
1666;0430806;EDI PROFESSORA IARA DA SILVA AMARAL;3;NULL;NULL;NULL;NULL;NULL
1651;0430806;EDI CLEIA SANTOS DE OLIVEIRA;1;RUA SARGENTO SILVA NUNES;1008;NULL;RAMOS;21044242
1795;0430807;EDI MARIA AMÉLIA CASTRO E SILVA BELFORT;1;" RUA TANCREDO NEVES";S/N;NULL;BONSUCESSO;21044725
1794;0430808;EDI AZOILDA TRINDADE (ZÔ);1;" RUA TANCREDO NEVES ";S/N;NULL;MARÉ;21044725
1856;0430809;EDI MEDALHISTA OLÍMPICO LUIZ FELIPE MARQUES FONTELES;1;"  RUA PROJETADA G ";S/N;NULL;MARÉ;21046425
1857;0430810;EDI MEDALHISTA OLÍMPICO EVANDRO MOTTA MARCONDES GUERRA;1;"  RUA PROJETADA G ";S/N;NULL;MARÉ;21046425
1858;0430811;EDI MEDALHISTA OLÍMPICO WILLIAM PEIXOTO ARJONA;1;"  RUA PROJETADA G ";S/N;NULL;MARÉ;21046425
1859;0430812;EDI MEDALHISTA OLÍMPICO EDER FRANCIS CARBONERA;1;"  RUA PROJETADA G ";S/N;NULL;MARÉ;21046425
688;0430813;EDI ARMANDO DE SALLES OLIVEIRA;1;"RUA GERSON FERREIRA ";52;NULL;"RAMOS ";21030152
1952;0430814;EDI JOÃO CRISÓSTOMO;1;RUA TANCREDO NEVES;S/N;NULL;MARÉ;21044725
206;0430815;EDI PESCADOR ALBANO ROSA;1;AVENIDA BENTO RIBEIRO DANTAS;S/N;NULL;MARÉ;21042000
1618;0430901;EM SESI MARE;4;NULL;NULL;NULL;NULL;NULL
1458;0431001;EM ARY BARROSO;1;RUA MENDOZA;323;NULL;BRÁS DE PINA;21211180
53;0431002;EM DAVID PEREZ;1;"RUA PACHECO JUNIOR ";S/Nº;NULL;BRÁS DE PINA;21211170
718;0431003;EM MIGUEL GUSTAVO;1;RUA MINDURI;S/Nº;NULL;BRÁS DE PINA;21215480
720;0431004;EM ALFREDO GOMES;1;RUA TENENTE PALESTRINA;538;NULL;CORDOVIL;21250550
573;0431006;EM SÃO JOÃO BATISTA;1;PRAÇA LAGUNA;40;NULL;CORDOVIL;21250310
574;0431007;EM EMBAIXADOR BARROS HURTADO;1;RUA GENERAL CARVALHO;702;NULL;CORDOVIL;21250240
779;0431008;EM ODILON BRAGA;1;PRAÇA LAGUNA;S/N;NULL;CORDOVIL;21250310
781;0431009;EM RORAIMA;1;ESTRADA PORTO VELHO;50;NULL;CORDOVIL;21012140
783;0431010;EM ARMANDO FAJARDO;1;RUA CINCO RIOS;46;NULL;CORDOVIL;21010180
785;0431011;EM RAUL PEDERNEIRAS;1;RUA PONTO CHIQUE;42;NULL;CORDOVIL;21010315
788;0431013;EM MONTESE;1;RUA MAR GRANDE;315;NULL;CORDOVIL;21010290
482;0431014;EM MINISTRO LAFAYETTE DE ANDRADA;1;RUA POÇO CENTRAL;S/Nº;NULL;CORDOVIL;21010260
791;0431015;EM JOSEPH BLOCH;1;RUA ÁLVARO DE MACEDO;77;NULL;PARADA DE LUCAS;21250620
793;0431016;EM CRUZADA SÃO SEBASTIÃO;1;" Rua da Democracia ";31;NULL;PARADA DE LUCAS;21010720
575;0431017;EM CARDEAL CÂMARA;1;RUA ANAMA;98;NULL;VIGÁRIO GERAL;21241020
2200;04310171;PET CARDEAL CÂMARA;3;NULL;NULL;NULL;NULL;NULL
2201;04310171;PET CARDEAL CÂMARA;3;NULL;NULL;NULL;NULL;NULL
584;0431018;EM REPÚBLICA DO LÍBANO;1;PRAÇA ELBA;1.215;NULL;VIGÁRIO GERAL;21241170
795;0431019;EM JORGE DE GOUVEIA;1;"RUA GREGÓRIO DE MATOS ";S/Nº;LOTE 3, QUADRA 9;VIGÁRIO GERAL;21240670
800;0431021;EM HEITOR BELTRÃO;1;RUA OTRANTO;680;NULL;VIGÁRIO GERAL;21241090
803;0431022;EM ENEYDA RABELLO DE ANDRADE;1;PRAÇA ALBERTO TORRES;37;NULL;VIGÁRIO GERAL;21241350
805;0431023;EM PRESIDENTE GRONCHI;1;RUA JORGE LACERDA;S/Nº;NULL;JARDIM AMÉRICA;21240060
806;0431024;EM ANDRADE NEVES;1;RUA VIANA DO CASTELO;S/N;NULL;JARDIM AMÉRICA;21240200
810;0431026;EM HERBERT MOSES;1;RUA CRISTIANO MACHADO;S/Nº;NULL;JARDIM AMÉRICA;21240470
813;0431027;EM ZÉLIA BRAUNE;1;RUA GEORGE BIZET;S/Nº;NULL;JARDIM AMÉRICA;21240460
244;0431501;CIEP MESTRE CARTOLA (ANGENOR DE OLIVEIRA);1;RUA DA DEMOCRACIA;S/N;NULL;VIGÁRIO GERAL;21210720
818;0431502;CIEP GRACILIANO RAMOS;1;RUA JORNALISTA GERALDO ROCHA;S/N;NULL;JARDIM AMÉRICA;21240080
232;0431601;CM LUÍS CARLOS DE OLIVEIRA CÂMARA;1;RUA MAR GRANDE;S/Nº;NULL;CORDOVIL;21010290
270;0431602;CM BARBOSA LIMA SOBRINHO;1;" RUA DIQUE ";166;NULL;JARDIM AMÉRICA;21240800
236;0431603;CM CHICO MENDES;1;" RUA PONTO CHIQUE";261;NULL;CORDOVIL;21010315
252;0431604;CM CORAÇÃO DE GENEVE;1;RUA MANOEL DA LUZ;S/N;NULL;VIGÁRIO GERAL;21011774
277;0431605;CM SEMPRE VIDA DIQUE;1;RUA TALES DE CARVALHO;S/Nº;NULL;JARDIM AMÉRICA;21240330
284;0431606;CM VISCONDE DE SABUGOSA;1;" RUA JASMIM ";01;NULL;PAVUNA;21535580
262;0431607;CM ACAUÃ;1;RUA DOUTOR ADAUTO;S/N;NULL;VIGÁRIO GERAL;21010770
60;0431608;CM ARI PIMENTEL;1;RUA LEDA SANTANA;12;NULL;PARADA DE LUCAS;21010735
787;0431801;EDI CARVALHO MOURÃO;1;PRAÇA DOM JUSTINO;177;CIDADE ALTA;CORDOVIL;21010640
1665;0431802;EDI PROFESSOR CARLOS FALSETH;3;NULL;NULL;NULL;NULL;NULL
1652;0431802;EDI PROFESSOR CARLOS FALSETH;1;RUA DEBUSSY;148;NULL;JARDIM AMÉRICA;21240450
729;0431803;EDI PROFESSOR EMMANUEL PEREIRA FILHO;1;PRAÇA LAGUNA;102;NULL;CORDOVIL;21250310
797;0431804;EDI ALFREDO VALLADÃO;1;PRAÇA IRINEU MACHADO;20;NULL;VIGÁRIO GERAL;21240700
808;0431805;EDI CÔNEGO FERNANDES PINHEIRO;1;RUA SEBASTIAN BACH;S/Nº;NULL;JARDIM AMÉRICA;21240370
1669;05001;CP ASSOCIAÇÃO AMIGOS DA CRIANÇA - CRECHE ROCHA MIRANDA;1;RUA DOS DIAMANTES;115;NULL;ROCHA MIRANDA;21510003
1670;05002;CP CRECHE EFFATÁ;1;" RUA CAROLINA AMADO ";1325;NULL;IRAJÁ;21361320
1672;05003;CP CRECHE PINTINHO DOURADO;1;RUA BERNARDO GUIMARÃES;83;NULL;QUINTINO BOCAIÚVA;21311310
1671;05004;CP CRECHE CASULO SÃO RAFAEL ARCANJO;1;RUA PROJETADA B;100;NULL;VISTA ALEGRE;21235635
